CustomerID,Recency,Frequency,Monetary,Churn,ChurnPrediction,ChurnProbability
13284,331,1,201.19,1,1,1.0
13285,23,4,2709.12,0,0,0.0
13291,156,1,361.11,1,0,0.335
13292,39,2,578.94,0,0,0.0
13294,190,2,873.74,1,1,0.97
13295,360,1,201.2,1,1,1.0
13296,137,1,87.4,1,1,0.935
13297,8,4,2089.85,0,0,0.0
13298,1,1,360.0,0,0,0.005
13299,268,1,142.5,1,1,0.995
13300,169,1,371.89,1,0,0.355
13301,104,4,618.09,1,1,0.945
13302,155,1,63.75,1,1,0.995
13304,351,1,300.42,1,1,1.0
13305,4,10,2000.86,0,0,0.005
13307,120,1,15.0,1,1,0.915
13308,23,3,1385.51,0,0,0.0
13309,7,5,1456.79,0,0,0.0
13310,28,3,1132.03,0,0,0.0
13311,4,2,598.57,0,0,0.0
13313,22,5,1555.3200000000002,0,0,0.005
13314,2,3,775.94,0,0,0.0
13316,37,4,5977.73,0,0,0.0
13317,66,6,2273.68,0,0,0.0
13318,1,3,640.76,0,0,0.0
13319,5,26,10845.55,0,0,0.0
13320,78,4,1548.7,0,0,0.345
13321,72,2,567.36,0,0,0.0
13322,17,1,199.48,0,0,0.015
13323,3,5,787.85,0,0,0.0
13324,36,10,7121.95,0,0,0.0
13325,82,1,675.3,0,0,0.26
13327,39,8,3627.77,0,0,0.0
13328,316,1,1308.48,1,1,0.995
13329,32,2,789.0,0,0,0.0
13330,93,3,1140.93,1,1,0.91
13332,14,1,350.90000000000003,0,0,0.0
13334,82,3,3536.82,0,1,0.67
13336,77,1,795.12,0,0,0.175
13338,158,1,487.02,1,1,0.9
13339,201,1,860.12,1,1,0.98
13340,45,7,10736.48,0,0,0.0
13341,261,1,775.85,1,1,0.94
13343,178,1,353.43,1,0,0.44
13344,68,3,2543.7200000000003,0,0,0.005
13345,288,1,389.5,1,1,1.0
13347,70,1,341.36,0,0,0.01
13348,64,1,233.76,0,0,0.005
13349,11,1,247.32,0,0,0.0
13350,16,2,979.12,0,0,0.0
13351,66,1,373.94,0,0,0.0
13352,60,1,397.98,0,0,0.0
13354,71,1,743.53,0,0,0.0
13355,122,1,674.7,1,1,0.77
13356,80,1,768.24,0,1,0.72
13357,257,1,609.95,1,1,0.955
13358,269,1,439.03,1,1,0.99
13359,64,1,439.56,0,0,0.0
13362,9,4,3090.74,0,0,0.0
13363,18,2,992.5,0,0,0.0
13364,71,1,134.96,0,0,0.0
13365,34,2,2225.37,0,0,0.01
13366,50,1,56.16,0,0,0.025
13368,257,2,623.4,1,1,0.99
13369,366,1,308.28000000000003,1,1,1.0
13370,372,1,754.87,1,1,0.99
13372,90,1,378.64,0,0,0.205
13373,61,3,3312.25,0,0,0.0
13375,89,1,778.65,0,0,0.185
13376,99,3,1019.76,1,1,0.84
13379,26,3,572.56,0,0,0.005
13381,32,6,3639.31,0,0,0.0
13382,281,1,222.99,1,1,1.0
13384,31,7,4151.93,0,0,0.0
13385,330,1,534.57,1,1,0.995
13388,131,2,677.1,1,1,0.935
13389,11,3,797.96,0,0,0.0
13390,75,1,544.08,0,1,0.925
13391,204,1,59.8,1,1,0.99
13394,2,8,2520.02,0,0,0.0
13395,185,1,307.72,1,1,1.0
13396,29,2,1360.99,0,0,0.0
13397,73,5,1544.13,0,0,0.27
13398,192,1,457.34,1,1,1.0
13402,127,2,621.23,1,1,0.905
13403,18,1,75.0,0,0,0.005
13404,1,2,252.49,0,0,0.0
13405,74,3,572.451,0,0,0.315
13408,2,62,28117.04,0,0,0.0
13410,24,5,1003.06,0,0,0.0
13411,107,1,213.55,1,1,0.99
13414,134,3,1390.5,1,1,0.725
13416,44,2,712.5,0,0,0.01
13417,5,2,640.83,0,0,0.0
13418,12,18,6127.43,0,0,0.0
13419,64,1,221.06,0,0,0.0
13420,150,2,159.85,1,1,0.99
13421,40,2,1851.08,0,0,0.0
13422,64,1,2626.3,0,0,0.015
13425,108,3,1624.21,1,1,0.865
13426,1,10,3641.32,0,0,0.0
13427,19,3,582.6,0,0,0.005
13428,10,1,218.47,0,0,0.005
13429,11,4,1006.8,0,0,0.0
13430,19,2,679.45,0,0,0.0
13431,67,2,1269.1,0,0,0.0
13434,74,2,534.24,0,0,0.14
13435,5,7,3809.89,0,0,0.005
13436,2,1,196.89,0,0,0.0
13437,14,7,3408.06,0,0,0.0
13439,255,1,283.71,1,1,0.97
13441,92,1,296.64,1,1,0.87
13447,23,3,1129.14,0,0,0.0
13448,17,6,3539.3700000000003,0,0,0.005
13449,24,1,291.88,0,0,0.005
13450,27,6,2043.72,0,0,0.0
13451,26,5,2976.15,0,0,0.0
13452,259,2,590.0,1,1,0.995
13453,166,2,356.98,1,1,0.855
13455,25,2,1058.34,0,0,0.0
13456,18,6,1766.72,0,0,0.0
13458,7,14,9646.57,0,0,0.0
13460,29,2,183.44,0,0,0.0
13461,39,3,1445.0,0,0,0.005
13462,253,1,151.5,1,1,0.995
13464,58,1,674.68,0,0,0.01
13466,184,1,307.90000000000003,1,1,1.0
13467,11,2,1083.71,0,0,0.0
13468,2,37,5704.97,0,0,0.0
13470,99,2,165.0,1,1,0.795
13471,1,4,2531.58,0,0,0.0
13473,61,2,422.64,0,0,0.0
13474,236,1,229.59,1,1,0.995
13475,191,4,1431.78,1,1,0.97
13476,179,2,1238.47,1,1,0.96
13477,38,6,1454.58,0,0,0.0
13479,201,2,300.95,1,1,1.0
13481,46,5,1804.56,0,0,0.0
13482,232,1,184.64,1,1,0.995
13483,66,1,140.34,0,0,0.0
13484,241,1,313.8,1,1,0.99
13485,233,1,454.24,1,1,1.0
13486,78,3,1122.41,0,0,0.15
13487,58,3,575.4,0,0,0.0
13488,17,13,8968.31,0,0,0.0
13489,105,4,449.52,1,1,0.88
13491,52,10,1215.82,0,0,0.0
13492,136,3,1269.84,1,1,0.62
13493,275,2,618.63,1,1,0.995
13494,312,1,316.26000000000005,1,1,1.0
13495,8,5,2044.87,0,0,0.0
13496,11,2,653.33,0,0,0.0
13497,283,2,348.05,1,1,1.0
13499,18,5,1159.11,0,0,0.0
13500,23,3,1166.77,0,0,0.0
13501,288,1,1340.32,1,1,0.975
13502,17,3,292.0,0,0,0.0
13503,71,1,216.85,0,0,0.0
13504,64,1,295.93,0,0,0.0
13505,73,4,4393.63,0,0,0.26
13506,316,2,458.52,1,1,1.0
13507,3,4,2479.16,0,0,0.0
13508,244,1,110.97,1,1,0.995
13509,9,7,979.72,0,0,0.0
13510,1,4,1791.56,0,0,0.0
13512,261,1,251.21,1,1,0.995
13513,127,1,205.1,1,1,0.97
13514,74,1,152.20000000000002,0,0,0.285
13515,73,4,891.12,0,0,0.18
13516,21,3,1389.41,0,0,0.0
13517,60,3,2128.42,0,0,0.01
13518,86,1,659.44,0,1,0.76
13519,78,1,122.75,0,0,0.235
13520,59,6,3624.35,0,0,0.0
13521,1,3,1093.65,0,0,0.0
13522,30,1,125.8,0,0,0.005
13523,33,5,3964.88,0,0,0.0
13524,41,5,680.1800000000001,0,0,0.005
13525,15,2,628.78,0,0,0.005
13527,34,7,2287.51,0,0,0.0
13529,79,2,307.76,0,0,0.5
13531,205,2,483.8,1,1,1.0
13532,34,1,210.31,0,0,0.005
13533,183,3,270.79,1,1,1.0
13534,2,25,5870.08,0,0,0.0
13536,1,7,3448.29,0,0,0.0
13538,43,7,1280.85,0,0,0.0
13539,86,3,631.34,0,1,0.805
13544,40,2,291.41,0,0,0.005
13546,12,3,626.99,0,0,0.0
13548,96,2,682.41,1,1,0.955
13549,26,7,918.2,0,0,0.005
13551,319,1,91.8,1,1,1.0
13552,66,12,3740.07,0,0,0.0
13555,74,4,4149.28,0,0,0.225
13557,28,2,584.0600000000001,0,0,0.005
13558,6,4,605.06,0,0,0.0
13560,7,1,174.37,0,0,0.005
13561,216,1,141.86,1,1,1.0
13562,82,3,1799.3300000000002,0,0,0.225
13563,84,2,777.53,0,0,0.09
13564,144,3,1749.02,1,1,0.795
13565,19,2,240.22,0,0,0.0
13566,41,2,874.71,0,0,0.005
13568,173,1,192.85,1,1,0.935
13569,17,2,373.75,0,0,0.0
13570,243,1,239.49,1,1,0.985
13571,13,12,2092.32,0,0,0.0
13572,206,1,1384.25,1,1,1.0
13573,50,2,294.40000000000003,0,0,0.005
13575,23,5,732.07,0,0,0.0
13576,10,18,6717.34,0,0,0.0
13577,25,4,1687.6,0,0,0.0
13579,15,2,467.04,0,0,0.0
13581,309,1,118.0,1,1,1.0
13583,156,1,781.03,1,1,0.7
13584,307,1,142.4,1,1,1.0
13587,64,1,712.4,0,0,0.0
13588,16,9,2478.95,0,0,0.0
13589,15,2,379.65,0,0,0.0
13590,11,6,1981.92,0,0,0.005
13591,65,3,1117.13,0,0,0.0
13592,36,4,247.96,0,0,0.035
13593,108,5,2037.08,1,1,0.845
13594,53,1,396.97,0,0,0.0
13596,6,2,697.04,0,0,0.005
13598,47,1,180.17,0,0,0.005
13599,1,21,5153.67,0,0,0.0
13600,312,1,219.52,1,1,1.0
13601,45,2,693.32,0,0,0.0
13602,65,1,428.89,0,0,0.0
13603,26,1,164.34,0,0,0.0
13606,29,3,280.54,0,0,0.015
13607,40,1,678.01,0,0,0.005
13610,12,7,1131.88,0,0,0.0
13611,89,3,1171.8,0,0,0.105
13614,24,4,1610.46,0,0,0.0
13615,319,1,417.69,1,1,0.99
13617,40,3,544.18,0,0,0.0
13618,174,1,177.34,1,1,0.945
13621,117,1,213.85,1,1,0.995
13623,31,5,747.78,0,0,0.0
13626,253,1,257.23,1,1,1.0
13627,59,5,1638.47,0,0,0.005
13629,23,11,7792.36,0,0,0.0
13630,5,7,2031.78,0,0,0.0
13631,100,11,3070.42,1,1,0.94
13632,25,5,2121.27,0,0,0.0
13634,33,5,1575.16,0,0,0.005
13635,68,1,1071.03,0,0,0.01
13636,37,5,949.12,0,0,0.0
13637,52,3,810.5,0,0,0.0
13638,16,1,122.64,0,0,0.005
13639,74,1,1033.34,0,0,0.18
13642,216,1,354.8,1,1,1.0
13643,31,3,519.44,0,0,0.0
13644,16,4,2624.26,0,0,0.005
13645,120,1,252.1,1,1,0.83
13647,10,4,1678.12,0,0,0.0
13649,257,2,346.6,1,1,0.995
13650,17,6,1836.34,0,0,0.0
13651,35,2,94.2,0,0,0.0
13652,46,3,1095.08,0,0,0.0
13654,43,6,2707.33,0,0,0.0
13655,114,2,932.97,1,1,0.955
13656,165,2,379.65,1,1,0.795
13657,11,2,382.14,0,0,0.0
13658,10,5,2639.17,0,0,0.0
13659,206,2,1573.2,1,1,0.95
13662,86,3,897.76,0,1,0.53
13663,179,1,189.47,1,1,0.905
13666,60,3,84.65,0,0,0.01
13667,149,1,305.02,1,1,0.605
13668,3,21,6363.59,0,0,0.0
13669,51,2,218.55,0,0,0.0
13670,75,1,349.7,0,1,0.68
13672,301,2,186.39,1,1,1.0
13673,19,2,396.92,0,0,0.0
13675,151,2,486.8200000000001,1,1,0.955
13678,152,1,232.6,1,1,0.965
13680,1,4,3722.42,0,0,0.005
13681,18,4,827.83,0,0,0.0
13682,187,1,59.5,1,1,1.0
13684,286,1,67.23,1,1,1.0
13685,3,7,3119.44,0,0,0.0
13686,183,1,72.0,1,1,1.0
13689,63,1,910.0,0,0,0.005
13690,59,1,172.25,0,0,0.0
13692,25,3,1488.32,0,0,0.0
13694,4,50,65039.62,0,0,0.0
13695,31,15,2504.13,0,0,0.0
13697,39,1,151.3,0,0,0.0
13699,155,1,308.58000000000004,1,1,0.935
13700,26,10,2265.12,0,0,0.0
13703,318,1,99.5,1,1,1.0
13704,5,9,2308.06,0,0,0.0
13705,8,3,711.86,0,0,0.0
13706,303,1,330.79,1,1,1.0
13707,267,2,806.41,1,1,0.97
13708,271,1,296.88,1,1,0.99
13709,4,13,6328.05,0,0,0.0
13710,32,1,180.48,0,0,0.005
13711,219,2,252.06,1,1,0.995
13712,247,1,228.84,1,1,1.0
13715,281,5,1079.34,1,1,0.965
13716,269,1,138.28,1,1,1.0
13717,32,6,1445.01,0,0,0.0
13718,246,2,306.55,1,1,0.995
13719,15,5,1041.68,0,0,0.0
13720,117,4,799.9,1,1,0.85
13721,36,1,524.14,0,0,0.01
13722,132,3,2375.41,1,1,0.97
13723,217,1,199.85,1,1,0.98
13725,50,8,1980.56,0,0,0.0
13726,39,2,1079.66,0,0,0.0
13727,29,2,333.48,0,0,0.0
13728,37,6,1016.14,0,0,0.005
13730,136,2,752.6,1,1,0.81
13731,219,2,610.59,1,1,0.985
13732,28,1,491.86,0,0,0.0
13735,25,4,2885.24,0,0,0.0
13736,5,2,731.9,0,0,0.0
13737,200,1,339.6,1,1,0.995
13739,18,1,216.9,0,0,0.005
13740,241,1,350.75,1,1,0.98
13741,72,3,668.4300000000001,0,0,0.0
13742,17,12,3131.02,0,0,0.0
13743,3,7,1341.6,0,0,0.0
13744,95,2,1156.36,1,1,0.805
13745,162,1,300.04,1,1,0.75
13747,374,1,79.6,1,1,1.0
13748,96,5,948.25,1,1,0.785
13750,54,5,1647.26,0,0,0.0
13751,288,1,296.25,1,1,1.0
13752,124,6,1186.28,1,1,0.68
13753,288,1,741.26,1,1,0.98
13754,152,2,282.6,1,1,0.86
13755,4,9,2161.35,0,0,0.0
13756,2,14,5189.52,0,0,0.0
13758,12,7,3190.55,0,0,0.0
13759,33,2,659.4100000000001,0,0,0.005
13760,54,2,286.79,0,0,0.005
13761,50,2,1070.65,0,0,0.005
13762,219,1,306.72,1,1,1.0
13763,63,1,1714.96,0,0,0.0
13764,71,3,1521.76,0,0,0.005
13767,2,37,17220.36,0,0,0.0
13769,2,10,2796.51,0,0,0.005
13771,64,4,2634.45,0,0,0.0
13772,34,3,1132.13,0,0,0.0
13774,82,1,345.0,0,0,0.335
13777,1,33,25977.16,0,0,0.005
13778,103,1,178.7,1,1,0.915
13780,7,2,360.01,0,0,0.0
13781,251,1,127.84,1,1,1.0
13782,13,6,912.0,0,0,0.0
13784,10,11,2462.79,0,0,0.005
13786,367,1,230.4,1,1,0.98
13787,76,2,309.04,0,0,0.215
13790,4,1,348.79999999999995,0,0,0.005
13791,128,2,1516.0,1,1,0.735
13792,66,2,195.55,0,0,0.0
13798,1,57,37153.85,0,0,0.0
13799,117,2,688.86,1,1,0.9
13800,310,1,558.32,1,1,0.995
13801,67,1,324.8,0,0,0.0
13802,139,3,4599.42,1,1,0.83
13803,255,1,277.07,1,1,1.0
13804,31,7,2635.79,0,0,0.0
13805,52,2,924.6,0,0,0.005
13806,64,1,256.38,0,0,0.005
13807,367,1,112.6,1,1,1.0
13808,6,5,1747.66,0,0,0.0
13809,305,1,155.05,1,1,0.995
13810,29,3,1499.01,0,0,0.01
13811,184,3,814.5,1,1,0.995
13812,42,3,539.0,0,0,0.0
13813,40,4,1366.86,0,0,0.0
13814,92,2,1579.12,1,1,0.795
13815,22,4,4027.36,0,0,0.0
13816,24,2,571.6700000000001,0,0,0.0
13817,29,2,382.98,0,0,0.0
13819,302,3,1140.35,1,1,0.99
13821,145,2,385.64,1,1,0.895
13822,6,2,632.0,0,0,0.0
13823,19,2,957.66,0,0,0.0
13824,33,5,1698.94,0,0,0.005
13826,176,1,189.5,1,1,0.985
13827,58,3,412.05,0,0,0.0
13828,22,1,209.49,0,0,0.0
13831,16,6,2202.99,0,0,0.0
13832,19,1,52.2,0,0,0.015
13833,159,1,384.8,1,1,0.905
13835,25,4,834.57,0,0,0.0
13837,212,2,271.24,1,1,1.0
13838,6,4,691.73,0,0,0.0
13841,253,1,85.0,1,1,1.0
13842,59,9,3385.62,0,0,0.0
13844,11,1,361.62,0,0,0.0
13845,65,1,312.98,0,0,0.01
13846,25,3,865.0600000000001,0,0,0.0
13848,92,3,1255.0,1,1,0.765
13849,52,2,1537.95,0,0,0.0
13850,129,1,1595.48,1,1,0.78
13851,96,3,2651.46,1,1,0.93
13853,57,1,1090.14,0,0,0.025
13854,9,25,8109.519999999999,0,0,0.0
13856,169,3,388.5,1,1,0.925
13858,57,1,216.17,0,0,0.0
13859,326,1,201.16,1,1,1.0
13860,1,5,1245.9,0,0,0.0
13862,18,8,2209.36,0,0,0.0
13863,248,1,305.78,1,1,0.99
13865,58,4,501.56,0,0,0.005
13866,74,1,145.67,0,0,0.42
13867,31,3,1015.29,0,0,0.005
13868,7,2,3192.54,0,0,0.025
13869,123,4,3104.9500000000003,1,1,0.91
13870,2,8,2770.94,0,0,0.0
13871,23,13,6403.25,0,0,0.005
13873,120,3,389.6,1,1,0.92
13874,358,1,540.45,1,1,1.0
13875,54,5,1786.79,0,0,0.0
13876,64,1,122.7,0,0,0.0
13877,86,1,117.24,0,1,0.695
13878,55,1,1281.53,0,0,0.01
13880,21,13,3219.77,0,0,0.0
13881,4,20,17159.52,0,0,0.0
13882,3,5,1191.13,0,0,0.0
13883,11,5,2674.48,0,0,0.0
13884,7,5,787.6,0,0,0.0
13885,189,2,506.8,1,1,0.985
13886,71,1,243.56,0,0,0.0
13887,204,1,349.55,1,1,1.0
13888,120,2,605.63,1,1,0.895
13889,93,1,416.9,1,1,0.905
13890,1,10,1883.81,0,0,0.0
13892,27,4,632.97,0,0,0.005
13893,298,1,821.1,1,1,0.99
13894,24,3,564.62,0,0,0.0
13895,28,4,2593.07,0,0,0.0
13897,50,1,311.16,0,0,0.0
13898,326,1,155.93,1,1,1.0
13899,16,2,388.52,0,0,0.0
13900,183,3,740.95,1,1,0.985
13901,72,5,2867.2000000000003,0,0,0.0
13904,37,2,332.64,0,0,0.0
13908,80,4,2369.55,0,1,0.75
13911,57,9,2580.91,0,0,0.0
13914,12,2,626.45,0,0,0.0
13917,50,2,272.04,0,0,0.0
13918,50,2,1212.84,0,0,0.03
13919,59,2,384.81,0,0,0.0
13922,352,1,172.25,1,1,1.0
13923,54,1,351.13,0,0,0.0
13924,2,6,1838.85,0,0,0.0
13925,93,4,678.25,1,1,0.65
13926,23,1,223.85,0,0,0.0
13927,75,1,348.99,0,0,0.26
13928,11,4,464.57,0,0,0.0
13929,169,2,842.65,1,1,0.73
13930,58,2,337.34,0,0,0.005
13931,96,2,1237.53,1,1,0.96
13932,295,1,307.4,1,1,1.0
13933,109,2,608.79,1,1,0.945
13934,264,1,922.1,1,1,0.995
13936,180,1,376.58,1,1,1.0
13937,169,1,158.85,1,1,0.535
13938,35,1,71.66,0,0,0.01
13939,23,3,568.55,0,0,0.0
13940,17,4,839.14,0,0,0.0
13941,22,5,5112.96,0,0,0.015
13946,79,3,561.57,0,0,0.245
13947,65,1,90.6,0,0,0.005
13948,361,1,102.0,1,1,0.99
13949,3,6,2427.32,0,0,0.0
13950,11,4,745.0600000000001,0,0,0.0
13951,176,3,674.45,1,1,0.96
13952,218,2,3251.071,1,1,0.99
13953,7,7,3515.68,0,0,0.025
13954,2,2,439.92,0,0,0.0
13955,154,2,322.96,1,0,0.47
13956,5,5,1026.42,0,0,0.0
13959,79,3,598.2,0,0,0.225
13960,21,2,230.22,0,0,0.0
13962,22,2,169.54999999999998,0,0,0.0
13963,308,4,664.54,1,1,0.975
13967,146,1,80.7,1,1,0.635
13969,7,18,9053.94,0,0,0.0
13971,19,8,2758.26,0,0,0.0
13972,71,2,190.25,0,0,0.01
13973,287,1,264.7,1,1,0.995
13974,49,1,413.59,0,0,0.005
13975,31,6,2526.28,0,0,0.0
13976,207,1,357.98,1,1,0.995
13978,15,2,196.79,0,0,0.0
13979,73,1,869.87,0,0,0.32
13980,60,1,200.14,0,0,0.0
13982,39,4,1871.81,0,0,0.0
13983,30,12,2603.43,0,0,0.0
13984,27,5,920.51,0,0,0.0
13985,4,15,7060.13,0,0,0.0
13986,17,1,320.46,0,0,0.0
13988,20,6,4147.96,0,0,0.0
13989,66,2,1266.08,0,0,0.0
13990,213,1,311.3,1,1,1.0
13991,12,6,855.97,0,0,0.005
13992,30,1,76.8,0,0,0.015
13993,43,9,3466.36,0,0,0.0
13994,4,6,2313.14,0,0,0.0
13995,15,5,1393.69,0,0,0.0
13999,10,12,3901.81,0,0,0.0
14000,211,1,635.66,1,1,0.995
14001,46,3,2043.08,0,0,0.005
14002,134,2,529.73,1,1,0.57
14004,43,7,4582.64,0,0,0.0
14005,10,5,2874.72,0,0,0.0
14006,116,3,962.19,1,1,0.89
14009,198,2,695.61,1,1,0.935
14012,278,1,328.8,1,1,0.995
14013,110,3,473.02,1,1,0.79
14014,77,1,505.18,0,0,0.225
14015,53,1,917.34,0,0,0.0
14016,162,4,4341.21,1,1,0.825
14019,47,3,1421.61,0,0,0.005
14020,17,2,642.8,0,0,0.0
14021,155,3,631.9,1,1,0.92
14022,225,1,440.0,1,1,1.0
14023,7,2,584.07,0,0,0.005
14024,122,2,327.7,1,1,0.99
14027,61,1,104.82,0,0,0.0
14029,63,2,467.66,0,0,0.02
14030,18,8,2360.09,0,0,0.0
14031,7,19,17286.86,0,0,0.0
14032,2,11,2975.59,0,0,0.0
14034,22,3,651.8199999999999,0,0,0.01
14035,29,5,1428.02,0,0,0.0
14036,285,1,626.65,1,1,0.995
14037,176,2,147.20000000000002,1,1,0.795
14038,78,3,1560.38,0,0,0.21
14039,33,1,152.2,0,0,0.0
14040,41,12,3614.92,0,0,0.0
14041,266,1,141.41,1,1,1.0
14044,27,4,652.82,0,0,0.005
14045,109,4,1659.75,1,1,0.83
14046,284,1,154.99,1,1,1.0
14047,9,5,1308.61,0,0,0.0
14048,305,1,409.93,1,1,0.96
14049,17,4,5681.72,0,0,0.0
14050,32,2,746.36,0,0,0.0
14051,1,23,15610.39,0,0,0.0
14052,20,1,225.36,0,0,0.0
14053,124,2,260.25,1,1,0.86
14054,65,1,92.46,0,0,0.0
14055,106,1,725.6400000000001,1,1,0.785
14056,1,23,8214.65,0,0,0.0
14057,24,17,6217.96,0,0,0.0
14059,267,1,183.6,1,1,1.0
14060,5,19,6140.42,0,0,0.0
14062,10,12,10464.85,0,0,0.0
14064,29,5,1353.74,0,0,0.0
14066,267,1,152.55,1,1,0.995
14067,64,2,374.7,0,0,0.0
14068,320,1,265.85,1,1,0.99
14071,4,8,1438.82,0,0,0.0
14073,32,1,151.04,0,0,0.0
14075,5,3,942.26,0,0,0.0
14076,129,1,122.47,1,1,0.96
14077,41,5,499.42,0,0,0.005
14078,102,6,1049.37,1,1,0.855
14079,125,1,375.1,1,1,0.815
14080,33,1,45.6,0,0,0.01
14081,302,2,934.52,1,1,0.985
14082,365,1,182.25,1,1,0.995
14083,4,9,1018.43,0,0,0.0
14085,2,18,4448.54,0,0,0.0
14087,3,1,194.42,0,0,0.01
14088,10,13,50491.81,0,0,0.0
14089,57,1,161.0,0,0,0.0
14090,325,1,76.32000000000001,1,1,1.0
14092,8,14,4076.91,0,0,0.005
14093,12,1,442.85,0,0,0.0
14096,4,17,65164.79,0,0,0.0
14098,37,1,147.35,0,0,0.005
14099,16,11,3104.17,0,0,0.0
14100,138,1,194.9,1,1,0.985
14101,74,6,5976.79,0,0,0.24
14102,5,5,1360.28,0,0,0.015
14104,155,2,216.21,1,1,0.8
14105,239,1,1266.23,1,1,0.975
14107,52,7,2703.23,0,0,0.0
14108,31,2,597.91,0,0,0.0
14109,73,1,144.2,0,0,0.335
14110,4,12,5683.15,0,0,0.0
14111,14,4,692.85,0,0,0.005
14112,23,7,2915.15,0,0,0.0
14113,4,4,1840.42,0,0,0.0
14114,274,2,386.53,1,1,1.0
14116,20,5,1382.74,0,0,0.0
14117,144,1,90.0,1,1,0.84
14121,4,4,2780.15,0,0,0.0
14124,84,1,419.58,0,0,0.25
14125,11,3,2740.43,0,0,0.01
14126,8,3,706.1300000000001,0,0,0.0
14127,123,3,709.71,1,1,0.805
14128,61,2,637.5,0,0,0.005
14129,2,5,1123.86,0,0,0.0
14130,319,1,483.86,1,1,0.995
14132,2,11,3586.03,0,0,0.0
14133,130,3,605.64,1,1,0.82
14135,2,15,4690.31,0,0,0.0
14138,2,2,982.38,0,0,0.0
14139,46,1,415.82,0,0,0.0
14140,4,2,935.05,0,0,0.0
14141,3,4,915.13,0,0,0.0
14142,373,1,311.81,1,1,0.985
14143,134,1,115.8,1,1,0.81
14145,47,4,3742.2,0,0,0.005
14146,9,5,4191.0,0,0,0.005
14147,78,2,483.4,0,0,0.24
14148,234,1,157.2,1,1,1.0
14149,221,1,446.62,1,1,0.995
14150,36,2,658.64,0,0,0.0
14152,75,2,621.29,0,0,0.185
14154,239,2,1345.62,1,1,0.95
14155,266,1,118.75,1,1,1.0
14156,10,55,117379.63,0,0,0.0
14157,20,2,432.88,0,0,0.0
14158,40,1,507.66,0,0,0.0
14159,20,11,4693.01,0,0,0.0
14161,216,3,1110.52,1,1,0.96
14162,174,2,289.36,1,1,0.655
14163,87,4,2445.91,0,0,0.08
14164,71,2,1631.77,0,0,0.025
14165,276,1,122.54,1,1,1.0
14167,39,4,574.84,0,0,0.005
14171,98,1,363.79,1,1,0.785
14173,11,4,450.84,0,0,0.01
14174,33,1,134.46,0,0,0.0
14175,60,3,3222.3,0,0,0.01
14176,297,4,576.9000000000001,1,1,0.985
14177,86,4,559.41,0,0,0.23
14178,9,7,1620.93,0,0,0.01
14179,41,2,719.78,0,0,0.0
14180,11,25,4748.52,0,0,0.0
14184,67,1,452.89,0,0,0.0
14185,331,1,197.65,1,1,0.97
14188,31,6,2054.36,0,0,0.0
14189,2,15,4654.08,0,0,0.0
14191,2,13,4684.76,0,0,0.0
14193,68,2,853.39,0,0,0.0
14194,5,21,11349.52,0,0,0.0
14195,202,2,1012.0,1,1,0.975
14196,107,1,335.52,1,1,0.935
14198,18,4,701.4,0,0,0.0
14199,218,1,185.4,1,1,0.99
14201,60,7,747.44,0,0,0.005
14204,2,1,161.03,0,0,0.015
14205,17,2,466.7,0,0,0.0
14206,239,1,328.16,1,1,1.0
14208,95,1,151.74,1,1,0.6
14209,11,6,2073.43,0,0,0.0
14210,106,6,1905.84,1,1,0.905
14211,53,9,2241.1,0,0,0.0
14212,90,1,1070.48,0,0,0.195
14214,31,5,1004.38,0,0,0.0
14215,12,6,1789.72,0,0,0.0
14216,3,4,1839.3,0,0,0.0
14217,2,17,2004.98,0,0,0.0
14218,43,1,169.48000000000002,0,0,0.0
14219,4,1,89.94,0,0,0.005
14220,247,2,632.4000000000001,1,1,1.0
14221,42,9,3432.8,0,0,0.0
14222,177,1,683.17,1,1,0.615
14223,92,3,991.13,1,1,0.925
14224,110,4,1050.12,1,1,0.835
14226,29,5,2232.19,0,0,0.0
14227,26,10,3350.96,0,0,0.0
14229,52,3,1547.2,0,0,0.01
14231,184,3,925.71,1,1,0.945
14232,43,5,2048.07,0,0,0.0
14233,49,4,1462.72,0,0,0.0
14234,22,4,775.46,0,0,0.0
14235,75,5,3144.86,0,0,0.11
14236,81,2,490.86,0,0,0.225
14237,373,1,161.0,1,1,1.0
14238,326,1,146.85,1,1,1.0
14239,43,11,2380.85,0,0,0.0
14240,30,2,890.34,0,0,0.005
14241,184,1,213.7,1,1,1.0
14242,235,2,280.55,1,1,0.995
14243,9,10,2588.77,0,0,0.0
14245,220,2,1693.45,1,1,0.89
14246,111,3,1474.06,1,1,0.765
14247,278,1,136.77,1,1,0.995
14248,318,1,302.58,1,1,0.99
14250,7,3,1904.05,0,0,0.0
14251,2,5,2879.7000000000003,0,0,0.0
14256,260,2,969.06,1,1,0.99
14257,64,5,3099.7200000000003,0,0,0.0
14258,9,9,12669.98,0,0,0.0
14259,142,1,120.0,1,1,0.95
14261,51,2,1163.45,0,0,0.0
14262,8,8,2618.23,0,0,0.0
14264,155,2,333.97,1,1,0.99
14265,109,2,530.18,1,1,0.945
14267,163,3,1516.24,1,1,0.91
14270,332,1,492.65,1,1,0.975
14271,226,1,112.32,1,1,1.0
14272,74,2,437.96,0,0,0.28
14273,51,4,559.97,0,0,0.0
14276,99,3,1119.74,1,1,0.855
